ri, ref,modes, cells,  dofs,    u_L2_norm,   l2dif,  u_Linfty_norm,   linfdif,  u_H1_norm,    h1dif, lambda1, lambda2, lambda3, lambda4, lambda5, lambda6, lambda7, lambda8, lambda9, lambda10, lambda11, lambda12
0.01 , 1, 2 ,  5120 ,  10370 , 1.821e-03 ,    - , 6.158e-03 ,     - , 6.088e-02 ,     - ,  -6.414e+01 , -1.160e-07 ,  3.783e-08 , -6.414e+01 
0.01 , 2, 2 , 12800 ,  25922 , 7.915e-04 , 1.82 , 3.636e-03 ,  1.15 , 4.727e-02 ,  0.55 ,  -6.213e+01 , -2.081e-08 ,  -8.692e-08,  -6.213e+01 
0.01 , 3, 2 , 32024 ,  64842 , 3.494e-04 , 1.78 , 3.083e-03 ,  0.36 , 3.676e-02 ,  0.55 ,  -6.128e+01 , 1.639e-08  , -1.679e-08 , -6.128e+01 
0.01 , 4, 2 , 80060 , 161474 , 3.002e-04 , 0.33 , 3.384e-03 , -0.20 , 5.709e-02 , -0.97 ,  -6.004e+01 , 8.439e-08  , -9.755e-08 , -6.004e+01 
0.01 , 1, 4 ,  1280 ,   2626 , 4.335e-03 ,    - , 1.476e-02 ,     - , 1.101e-01 ,     - ,  -6.905e+01 , 1.862e-07  , -6.938e-08 , -6.905e+01 , 1.053e-09 , 1.043e-09 , -2.248e-09 , -1.187e-09 
0.01 , 2, 4 ,  3200 ,   6554 , 1.813e-03 , 1.91 , 6.157e-03 ,  1.91 , 6.091e-02 ,  1.30 ,  -6.414e+01 , 4.608e-08  , 5.017e-08  , -6.414e+01 , 1.939e-09 , 1.852e-09 , -1.706e-09 , 3.173e-10 
0.01 , 3, 4 ,  8024 ,  16394 , 7.852e-04 , 1.83 , 3.637e-03 ,  1.15 , 4.729e-02 ,  0.55 ,  -6.213e+01 , -4.077e-09 ,  7.356e-09 , -6.213e+01 , -2.834e-10,  4.438e-10,  -5.799e-10,  1.039e-09 
0.01 , 4, 4 , 20060 ,  40746 , 3.492e-04 , 1.78 , 3.083e-03 ,  0.36 , 3.678e-02 ,  0.55 ,  -6.128e+01 , 1.298e-07  , 1.472e-08  , -6.128e+01 , -8.217e-10,  1.438e-09,  1.158e-09 , -7.706e-11 
0.01 , 5, 4 , 50198 , 101710 , 3.018e-04 , 0.32 , 3.384e-03 , -0.20 , 5.710e-02 , -0.96 ,  -6.004e+01 , -3.178e-08 ,  1.211e-07 , -6.004e+01 , 3.524e-09 , 2.566e-09 , -5.803e-09 , -2.500e-09 
0.01 , 1, 6 ,  1280 ,   2626 , 4.335e-03 ,    - , 1.476e-02 ,     - , 1.101e-01 ,     - ,  -6.905e+01 , 1.862e-07  , -6.938e-08 , -6.905e+01 , 1.053e-09 , 1.043e-09 , -2.248e-09 , -1.187e-09 ,  2.428e-04 ,  -2.383e-11 ,  -2.004e-11,  -2.428e-04 
